chromosome	left	right	locus_tag	gene_name	strand	feature	completeness	name	offset	type
NC_002516.2	1844143	1845253	control	control	-	gene	complete	19_PA1695_Ctrl_103	103	control
NC_002516.2	1845240	1845717	control	control	-	gene	complete	390_PA1696_Ctrl_90	90	control
NC_002516.2	1845713	1847036	control	control	-	gene	complete	184_PA1697_Ctrl_5	5	control
NC_002516.2	1851519	1851954	control	control	+	gene	complete	250_PA1704_Ctrl_11	11	control
NC_002516.2	1853664	1854837	control	control	+	gene	complete	226_PA1708_Ctrl_37	37	control
NC_002516.2	1861296	1862595	control	control	+	gene	complete	698_PA1717_Ctrl_39	39	control
NC_002516.2	1865493	1866138	control	control	+	gene	complete	323_PA1725_Ctrl_47	47	control
NC_002516.2	1868705	1870763	control	control	-	gene	complete	121_PA1727_Ctrl_66	66	control
NC_002516.2	1872601	1874014	control	control	+	gene	complete	179_PA1730_Ctrl_51	51	control
NC_002516.2	1887057	1887297	control	control	-	gene	complete	602_PA1743_Ctrl_111	111	control
NC_002516.2	1894248	1895223	control	control	+	gene	complete	224_PA1754_Ctrl_94	94	control
NC_002516.2	1901523	1904247	control	control	+	gene	complete	609_PA1760_Ctrl_53	53	control
NC_002516.2	1906841	1908440	control	control	+	gene	complete	156_PA1764_Ctrl_93	93	control
NC_002516.2	1908453	1909641	control	control	+	gene	complete	847_PA1765_Ctrl_58	58	control
NC_002516.2	1914036	1916412	control	control	+	gene	complete	285_PA1770_Ctrl_78	78	control
NC_002516.2	1918274	1919273	control	control	+	gene	complete	213_PA1773_Ctrl_36	36	control
NC_002516.2	1933053	1933632	control	control	-	gene	complete	928_PA1785_Ctrl_105	105	control
NC_002516.2	1933648	1934857	control	control	-	gene	complete	45_PA1786_Ctrl_93	93	control
NC_002516.2	1958758	1959031	control	control	+	gene	complete	718_PA1804_Ctrl_35	35	control
NC_002516.2	1964681	1965764	control	control	-	gene	complete	805_PA1809_Ctrl_40	40	control
NC_002516.2	1967614	1969444	control	control	-	gene	complete	113_PA1811_Ctrl_84	84	control
NC_002516.2	1967614	1969444	control	control	-	gene	complete	438_PA1811_Ctrl_31	31	control
NC_002516.2	1973469	1974210	control	control	+	gene	complete	969_PA1816_Ctrl_26	26	control
NC_002516.2	1986988	1987756	control	control	-	gene	complete	616_PA1828_Ctrl_6	6	control
NC_002516.2	1992490	1993366	control	control	-	gene	complete	559_PA1833a_Ctrl_7	7	control
NC_002516.2	1994666	1995164	control	control	-	gene	complete	722_PA1837_Ctrl_82	82	control
NC_002516.2	1997508	1998549	control	control	-	gene	complete	651_PA1839_Ctrl_10	10	control
NC_002516.2	2022410	2023166	control	control	-	gene	complete	612_PA1863_Ctrl_6	6	control
NC_002516.2	2024064	2025744	control	control	+	gene	complete	283_PA1865_Ctrl_18	18	control
NC_002516.2	2024064	2025744	control	control	+	gene	complete	426_PA1865_Ctrl_18	18	control
NC_002516.2	2043846	2045124	control	control	+	gene	complete	171_PA1875_Ctrl_138	138	control
NC_002516.2	2052940	2053264	control	control	+	gene	complete	21_PA1882_Ctrl_94	94	control
NC_002516.2	2053671	2054223	control	control	-	gene	complete	107_PA1884_Ctrl_63	63	control
NC_002516.2	2071208	2071697	control	control	+	gene	complete	305_PA1900_Ctrl_237	237	control
NC_002516.2	2084475	2085426	control	control	-	gene	complete	6_PA1911_Ctrl_29	29	control
NC_002516.2	2088601	2090149	control	control	-	gene	complete	635_PA1915_Ctrl_5	5	control
NC_002516.2	2091489	2091837	control	control	-	gene	complete	657_PA1917_Ctrl_7	7	control
NC_002516.2	2096513	2097323	control	control	-	gene	complete	159_PA1921_Ctrl_100	100	control
NC_002516.2	2099451	2103297	control	control	+	gene	complete	574_PA1923_Ctrl_41	41	control
NC_002516.2	2129306	2130635	control	control	+	gene	complete	658_PA1945_Ctrl_166	166	control
NC_002516.2	2134392	2135406	control	control	+	gene	complete	119_PA1949_Ctrl_142	142	control
NC_002516.2	2137845	2138598	control	control	-	gene	complete	458_PA1952_Ctrl_43	43	control
NC_002516.2	2140998	2141487	control	control	-	gene	complete	102_PA1956_Ctrl_57	57	control
NC_002516.2	2146960	2148526	control	control	-	gene	complete	765_PA1964_Ctrl_127	127	control
NC_002516.2	2146960	2148526	control	control	-	gene	complete	910_PA1964_Ctrl_102	102	control
NC_002516.2	2153593	2155297	control	control	+	gene	complete	498_PA1972_Ctrl_59	59	control
NC_002516.2	2165875	2166553	control	control	+	gene	complete	28_PA1980_Ctrl_98	98	control
NC_002516.2	2165875	2166553	control	control	+	gene	complete	875_PA1980_Ctrl_39	39	control
NC_002516.2	2184474	2185395	control	control	-	gene	complete	442_PA1998_Ctrl_33	33	control
NC_002516.2	2188458	2189883	control	control	+	gene	complete	407_PA2002_Ctrl_38	38	control
NC_002516.2	2199761	2200664	control	control	-	gene	complete	27_PA2011_Ctrl_94	94	control
NC_002516.2	2200684	2202652	control	control	-	gene	complete	333_PA2012_Ctrl_8	8	control
NC_002516.2	2219252	2219645	control	control	-	gene	complete	781_PA2027_Ctrl_64	64	control
NC_002516.2	2222895	2223804	control	control	+	gene	complete	243_PA2033_Ctrl_104	104	control
NC_002516.2	2229125	2229440	control	control	-	gene	complete	367_PA2038_Ctrl_120	120	control
NC_002516.2	2238540	2238801	control	control	-	gene	complete	606_PA2045_Ctrl_28	28	control
NC_002516.2	2246495	2247158	control	control	-	gene	complete	610_PA2053_Ctrl_95	95	control
NC_002516.2	2256703	2257720	control	control	+	gene	complete	59_PA2060_Ctrl_8	8	control
NC_002516.2	2291112	2291589	control	control	+	gene	complete	52_PA2082_Ctrl_92	92	control
NC_002516.2	2297071	2297920	control	control	+	gene	complete	452_PA2088_Ctrl_101	101	control
NC_002516.2	2300675	2301755	control	control	+	gene	complete	741_PA2090_Ctrl_35	35	control
NC_002516.2	2305781	2306627	control	control	-	gene	complete	329_PA2095_Ctrl_10	10	control
NC_002516.2	2311332	2312766	control	control	-	gene	complete	351_PA2100_Ctrl_27	27	control
NC_002516.2	2312898	2313789	control	control	+	gene	complete	433_PA2101_Ctrl_83	83	control
NC_002516.2	2316707	2317403	control	control	+	gene	complete	647_PA2105_Ctrl_127	127	control
NC_002516.2	2318225	2318624	control	control	-	gene	complete	158_PA2107_Ctrl_57	57	control
NC_002516.2	2318225	2318624	control	control	-	gene	complete	547_PA2107_Ctrl_6	6	control
NC_002516.2	2321129	2322071	control	control	-	gene	complete	228_PA2110_Ctrl_16	16	control
NC_002516.2	2324807	2326079	control	control	-	gene	complete	441_PA2114_Ctrl_84	84	control
NC_002516.2	2326333	2327287	control	control	+	gene	complete	18_PA2115_Ctrl_86	86	control
NC_002516.2	2327393	2328191	control	control	+	gene	complete	762_PA2116_Ctrl_87	87	control
NC_002516.2	2340413	2341640	control	control	-	gene	complete	678_PA2127_Ctrl_39	39	control
NC_002516.2	2343131	2343878	control	control	+	gene	complete	53_PA2129_Ctrl_118	118	control
NC_002516.2	2343861	2346480	control	control	+	gene	complete	814_PA2130_Ctrl_8	8	control
NC_002516.2	2358023	2358311	control	control	+	gene	complete	955_PA2143_Ctrl_91	91	control
NC_002516.2	2378793	2379210	control	control	-	gene	complete	47_PA2159_Ctrl_46	46	control
NC_002516.2	2378793	2379210	control	control	-	gene	complete	664_PA2159_Ctrl_102	102	control
NC_002516.2	2392042	2392819	control	control	+	gene	complete	209_PA2168_Ctrl_27	27	control
NC_002516.2	2392944	2393397	control	control	+	gene	complete	900_PA2169_Ctrl_77	77	control
NC_002516.2	2395284	2395635	control	control	+	gene	complete	181_PA2173_Ctrl_32	32	control
NC_002516.2	2395943	2396252	control	control	-	gene	complete	732_PA2174_Ctrl_38	38	control
NC_002516.2	2396895	2397486	control	control	-	gene	complete	497_PA2176_Ctrl_18	18	control
NC_002516.2	2400654	2401605	control	control	-	gene	complete	40_PA2179_Ctrl_25	25	control
NC_002516.2	2405992	2406877	control	control	+	gene	complete	58_PA2185_Ctrl_113	113	control
NC_002516.2	2407680	2408847	control	control	-	gene	complete	335_PA2188_Ctrl_9	9	control
NC_002516.2	2409106	2409661	control	control	+	gene	complete	78_PA2189_Ctrl_32	32	control
NC_002516.2	2411708	2412122	control	control	+	gene	complete	231_PA2192_Ctrl_41	41	control
NC_002516.2	2414253	2415507	control	control	+	gene	complete	530_PA2195_Ctrl_98	98	control
NC_002516.2	2417409	2417754	control	control	+	gene	complete	62_PA2198_Ctrl_129	129	control
NC_002516.2	2420442	2421327	control	control	+	gene	complete	395_PA2201_Ctrl_2	2	control
NC_002516.2	2428851	2430177	control	control	+	gene	complete	888_PA2210_Ctrl_23	23	control
NC_002516.2	2431125	2432139	control	control	+	gene	complete	115_PA2212_Ctrl_53	53	control
NC_002516.2	2435100	2436276	control	control	+	gene	complete	280_PA2215_Ctrl_80	80	control
NC_002516.2	2444885	2445533	control	control	-	gene	complete	897_PA2222_Ctrl_6	6	control
NC_002516.2	2455102	2456569	control	control	+	gene	complete	564_PA2232_Ctrl_41	41	control
NC_002516.2	2456568	2457480	control	control	+	gene	complete	905_PA2233_Ctrl_64	64	control
NC_002516.2	2461459	2462788	control	control	+	gene	complete	695_PA2237_Ctrl_50	50	control
NC_002516.2	2465101	2466538	control	control	+	gene	complete	723_PA2240_Ctrl_102	102	control
NC_002516.2	2473212	2474445	control	control	+	gene	complete	817_PA2247_Ctrl_19	19	control
NC_002516.2	2480843	2481830	control	control	+	gene	complete	25_PA2253_Ctrl_9	9	control
NC_002516.2	2482044	2483031	control	control	+	gene	complete	501_PA2254_Ctrl_87	87	control
NC_002516.2	2497115	2498012	control	control	-	gene	complete	318_PA2267_Ctrl_85	85	control
NC_002516.2	2506977	2508261	control	control	+	gene	complete	650_PA2278_Ctrl_35	35	control
NC_002516.2	2521257	2522616	control	control	-	gene	complete	671_PA2291_Ctrl_35	35	control
NC_002516.2	2524197	2525052	control	control	-	gene	complete	843_PA2294_Ctrl_34	34	control
NC_002516.2	2532668	2539043	control	control	-	gene	complete	488_PA2302_Ctrl_67	67	control
NC_002516.2	2545041	2545659	control	control	-	gene	complete	643_PA2306_Ctrl_12	12	control
NC_002516.2	2546651	2547500	control	control	-	gene	complete	416_PA2308_Ctrl_9	9	control
NC_002516.2	2547507	2548530	control	control	-	gene	complete	917_PA2309_Ctrl_52	52	control
NC_002516.2	2549960	2550542	control	control	+	gene	complete	820_PA2312_Ctrl_33	33	control
NC_002516.2	2550618	2551122	control	control	-	gene	complete	815_PA2312a_Ctrl_134	134	control
NC_002516.2	2560761	2562114	control	control	+	gene	complete	430_PA2322_Ctrl_63	63	control
NC_002516.2	2565579	2566815	control	control	+	gene	complete	804_PA2325_Ctrl_2	2	control
NC_002516.2	2574375	2575992	control	control	-	gene	complete	183_PA2333_Ctrl_11	11	control
NC_002516.2	2590429	2591665	control	control	-	gene	complete	207_PA2345_Ctrl_85	85	control
NC_002516.2	2596775	2597885	control	control	+	gene	complete	261_PA2350_Ctrl_61	61	control
NC_002516.2	2599892	2601047	control	control	-	gene	complete	604_PA2353_Ctrl_55	55	control
NC_002516.2	2601218	2602349	control	control	-	gene	complete	376_PA2354_Ctrl_66	66	control
NC_002516.2	2603559	2604705	control	control	-	gene	complete	111_PA2356_Ctrl_19	19	control
NC_002516.2	2612040	2612799	control	control	-	gene	complete	350_PA2362_Ctrl_75	75	control
NC_002516.2	2619694	2620711	control	control	+	gene	complete	247_PA2370_Ctrl_61	61	control
NC_002516.2	2628224	2629499	control	control	+	gene	complete	150_PA2377_Ctrl_24	24	control
NC_002516.2	2636516	2638805	control	control	-	gene	complete	839_PA2385_Ctrl_15	15	control
NC_002516.2	2642130	2643306	control	control	+	gene	complete	130_PA2389_Ctrl_116	116	control
NC_002516.2	2645302	2646727	control	control	+	gene	complete	586_PA2391_Ctrl_122	122	control
NC_002516.2	2648625	2649972	control	control	+	gene	complete	487_PA2393_Ctrl_75	75	control
NC_002516.2	2665155	2671629	control	control	-	gene	complete	366_PA2400_Ctrl_13	13	control
NC_002516.2	2688704	2689244	control	control	+	gene	complete	462_PA2404_Ctrl_69	69	control
NC_002516.2	2691109	2691865	control	control	+	gene	complete	336_PA2408_Ctrl_69	69	control
NC_002516.2	2738840	2739716	control	control	+	gene	complete	913_PA2441_Ctrl_21	21	control
NC_002516.2	2743799	2746679	control	control	-	gene	complete	600_PA2445_Ctrl_81	81	control
NC_002516.2	2748377	2750120	control	control	+	gene	complete	963_PA2448_Ctrl_107	107	control
NC_002516.2	2752865	2754445	control	control	-	pseudo-gene	complete	558_PA2451_Ctrl_9	9	control
NC_002516.2	2758060	2759182	control	control	+	gene	complete	835_PA2458_Ctrl_72	72	control
NC_002516.2	2760322	2760619	control	control	-	gene	complete	388_PA2460_Ctrl_247	247	control
NC_002516.2	2760322	2760619	control	control	-	gene	complete	740_PA2460_Ctrl_33	33	control
NC_002516.2	2788010	2789072	control	control	+	gene	complete	672_PA2470_Ctrl_23	23	control
NC_002516.2	2805916	2806291	control	control	+	gene	complete	642_PA2490_Ctrl_1	1	control
NC_002516.2	2818989	2820489	control	control	-	gene	complete	73_PA2502_Ctrl_72	72	control
NC_002516.2	2818989	2820489	control	control	-	gene	complete	551_PA2502_Ctrl_72	72	control
NC_002516.2	2837333	2840489	control	control	-	gene	complete	268_PA2520_Ctrl_153	153	control
NC_002516.2	2844488	2845907	control	control	+	gene	complete	821_PA2524_Ctrl_122	122	control
NC_002516.2	2850882	2854014	control	control	-	gene	complete	505_PA2527_Ctrl_7	7	control
NC_002516.2	2850882	2854014	control	control	-	gene	complete	661_PA2527_Ctrl_84	84	control
NC_002516.2	2858502	2859627	control	control	+	gene	complete	926_PA2531_Ctrl_128	128	control
NC_002516.2	2862943	2863939	control	control	+	gene	complete	146_PA2535_Ctrl_11	11	control
NC_002516.2	2880519	2881563	control	control	+	gene	complete	959_PA2549_Ctrl_1	1	control
NC_002516.2	2890355	2892050	control	control	-	gene	complete	176_PA2557_Ctrl_11	11	control
NC_002516.2	2899106	2899934	control	control	-	gene	complete	57_PA2564_Ctrl_112	112	control
NC_002516.2	2902217	2903981	control	control	+	gene	complete	846_PA2567_Ctrl_105	105	control
NC_002516.2	2904565	2904907	control	control	-	gene	complete	840_PA2569_Ctrl_93	93	control
NC_002516.2	2905181	2905550	control	control	-	gene	complete	979_PA2570_Ctrl_93	93	control
NC_002516.2	2905964	2906051	control	control	-	gene	complete	51_PA2570.1_Ctrl_3	3	control
NC_002516.2	2905964	2906051	control	control	-	gene	complete	615_PA2570.1_Ctrl_2	2	control
NC_002516.2	2906165	2907578	control	control	-	gene	complete	608_PA2571_Ctrl_50	50	control
NC_002516.2	2907655	2908999	control	control	+	gene	complete	290_PA2572_Ctrl_73	73	control
NC_002516.2	2928538	2929567	control	control	+	gene	complete	229_PA2588_Ctrl_24	24	control
NC_002516.2	2929582	2930797	control	control	-	gene	complete	902_PA2589_Ctrl_96	96	control
NC_002516.2	2938552	2939539	control	control	-	gene	complete	308_PA2596_Ctrl_69	69	control
NC_002516.2	2938552	2939539	control	control	-	gene	complete	761_PA2596_Ctrl_31	31	control
NC_002516.2	2942847	2943915	control	control	-	gene	complete	778_PA2600_Ctrl_60	60	control
NC_002516.2	2947802	2948471	control	control	+	gene	complete	331_PA2604_Ctrl_32	32	control
NC_002516.2	2948581	2948977	control	control	+	gene	complete	848_PA2605_Ctrl_34	34	control
NC_002516.2	2949966	2950950	control	control	+	gene	complete	769_PA2609_Ctrl_19	19	control
NC_002516.2	2962302	2964579	control	control	-	gene	complete	660_PA2620_Ctrl_147	147	control
NC_002516.2	2971733	2972624	control	control	+	gene	complete	656_PA2628_Ctrl_47	47	control
NC_002516.2	2982780	2983194	control	control	+	gene	complete	464_PA2637_Ctrl_72	72	control
NC_002516.2	3000073	3001759	control	control	-	gene	complete	757_PA2652_Ctrl_50	50	control
NC_002516.2	3005605	3005914	control	control	-	gene	complete	734_PA2655_Ctrl_107	107	control
NC_002516.2	3008846	3009929	control	control	+	gene	complete	67_PA2660_Ctrl_7	7	control
NC_002516.2	3020503	3020929	control	control	-	gene	complete	569_PA2673_Ctrl_87	87	control
NC_002516.2	3031748	3035702	control	control	-	gene	complete	794_PA2684_Ctrl_10	10	control
NC_002516.2	3040241	3042482	control	control	+	gene	complete	578_PA2688_Ctrl_22	22	control
NC_002516.2	3053843	3055151	control	control	+	gene	complete	508_PA2700_Ctrl_30	30	control
NC_002516.2	3053843	3055151	control	control	+	gene	complete	668_PA2700_Ctrl_59	59	control
NC_002516.2	3059034	3060216	control	control	-	gene	complete	582_PA2705_Ctrl_70	70	control
NC_002516.2	3060264	3060660	control	control	-	gene	complete	315_PA2706_Ctrl_91	91	control
NC_002516.2	3066295	3067159	control	control	+	gene	complete	675_PA2712_Ctrl_32	32	control
NC_002516.2	3074579	3075218	control	control	-	gene	complete	360_PA2720_Ctrl_15	15	control
NC_002516.2	3076696	3077236	control	control	+	gene	complete	644_PA2724_Ctrl_51	51	control
NC_002516.2	3090220	3093661	control	control	-	gene	complete	421_PA2732_Ctrl_107	107	control
NC_002516.2	3093657	3094185	control	control	-	gene	complete	369_PA2733_Ctrl_60	60	control
NC_002516.2	3099305	3099382	control	control	-	gene	complete	177_PA2736.1_Ctrl_71	71	control
NC_002516.2	3104022	3104217	control	control	-	gene	complete	911_PA2742_Ctrl_33	33	control
NC_002516.2	3107001	3107865	control	control	-	gene	complete	381_PA2745_Ctrl_109	109	control
NC_002516.2	3107001	3107865	control	control	-	gene	complete	401_PA2745_Ctrl_18	18	control
NC_002516.2	3109455	3109689	control	control	-	gene	complete	205_PA2747a_Ctrl_6	6	control
NC_002516.2	3114239	3114683	control	control	-	gene	complete	625_PA2752_Ctrl_115	115	control
NC_002516.2	3118295	3119183	control	control	+	gene	complete	311_PA2758_Ctrl_2	2	control
NC_002516.2	3118295	3119183	control	control	+	gene	complete	561_PA2758_Ctrl_2	2	control
NC_002516.2	3120072	3121350	control	control	+	gene	complete	638_PA2760_Ctrl_24	24	control
NC_002516.2	3122855	3123044	control	control	+	gene	complete	783_PA2763a_Ctrl_67	67	control
NC_002516.2	3137849	3138194	control	control	+	gene	complete	960_PA2780_Ctrl_92	92	control
NC_002516.2	3142617	3143085	control	control	+	gene	complete	22_PA2786_Ctrl_14	14	control
NC_002516.2	3148722	3149319	control	control	-	gene	complete	42_PA2792_Ctrl_84	84	control
NC_002516.2	3156502	3156802	control	control	+	gene	complete	83_PA2799_Ctrl_74	74	control
NC_002516.2	3156502	3156802	control	control	+	gene	complete	128_PA2799_Ctrl_48	48	control
NC_002516.2	3156502	3156802	control	control	+	gene	complete	172_PA2799_Ctrl_1	1	control
NC_002516.2	3161598	3162216	control	control	-	gene	complete	499_PA2807_Ctrl_112	112	control
NC_002516.2	3168105	3170553	control	control	+	gene	complete	211_PA2815_Ctrl_48	48	control
NC_002516.2	3174130	3174904	control	control	+	gene	complete	889_PA2820_Ctrl_75	75	control
